,gene_name,ADA,ADE,ADF,ADL,AFD,AIA,AIB,AIM,AIN,AIY,AIZ,ALA,ALM,ALN_PLN,AQR,AS,AS11,ASEL,ASER,ASG,ASH,ASI,ASJ,ASK,AUA,AVA,AVB,AVD,AVE,AVF,AVG,AVH,AVJ,AVK,AVL,AVM,AWA,AWB,AWC_OFF,AWC_ON,BAG,BDU,CAN,CEP,DA,DA1,DA9,DB,DB01,DD,DVA,DVB,DVC,FLP,HSN,I1,I2,I3,I4,I5,I6,IL1_DV,IL1_LR,IL2_DV,IL2_LR,LUA,M1,M2,M3,M4,M5,MC,MI,NSM,OLL,OLQ,PDA,PDB,PDE,PHA,PHB,PHC,PLM,PQR,PVC,PVD,PVM,PVN,PVP,PVQ,PVR,PVT,PVW,RIA,RIB,RIC,RID,RIF,RIG,RIH,RIM,RIP,RIR,RIS,RIV,RMD_DV,RMD_LR,RME_DV,RME_LR,RMF,RMG,RMH,SAA,SAB,SDQL,SDQR,SIA,SIB,SMB,SMD,URA,URB,URX,URY,VA,VA1,VA12,VB,VB01,VB02,VC,VC_4_5,VD
WBGene000199082,R05H11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene000179042,lim-8,0,0,0,0,0,0,0,0,0,0,21.47145063,0,15.97538333,0,0,0,0,0,0,0,0,0,0,0,30.26289969,0,0,0,0,0,0,0,0,0,0,0,0,0,7.573911216,0,0,0,17.68275813,0,0,0,0,0,0,0,5.541456039,0,0,0,9.711554901,53.83232549,20.18398135,83.35324436,0,0,18.98221515,0,34.89990763,0,27.66075071,0,0,0,0,25.97910201,10.09072304,25.51914943,9.65404569,16.73211452,0,0,7.428795317,0,0,0,0,38.63324849,0,12.03596453,12.2061063,0,0,0,35.44390397,0,14.09512036,0,17.09294885,165.5448399,20.51827072,0,0,28.08814701,12.16579592,0,0,0,13.64700189,0,14.95861952,0,19.30272437,0,0,0,0,0,0,0,11.39745208,8.66362057,0,17.2043092,0,0,0,0,0,0,19.26458003,0,0,0,0,0,53.57509826,0,0
WBGene000432972,F28F5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2088.845584,2833.749153,1195.979319,0,0,1572.459618,0,0,0,0,0,231.9850698,0,1497.141782,0,0,1852.276661,0,1361.574238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430.6816509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene000064982,ten-1,0,709.7761526,361.0234427,0,0,0,0,691.2747199,0,156.0638847,224.3067481,0,0,0,80.20457791,0,0,0,0,0,0,0,0,0,0,0,0,682.6966246,643.7792837,0,0,0,0,0,678.566328,0,0,459.1749626,0,0,0,178.565287,282.5450689,0,0,0,0,0,0,0,652.000313,81.3449248,758.4367009,263.8307702,0,505.0123524,0,0,0,326.5031057,749.4698346,0,0,0,0,243.859414,0,0,0,0,0,0,0,104.5342085,0,1404.293012,0,0,1195.054378,0,0,223.0922692,0,241.6415087,758.1648578,54.19283315,59.99022631,165.3367501,0,0,574.5020965,213.4425736,109.6131016,469.3720186,0,0,0,0,64.47614826,497.0638937,0,0,1046.600392,0,0,1940.426811,319.8392203,805.9138654,0,579.239777,0,1230.895216,0,0,0,0,0,290.070368,1051.692491,196.4652936,0,107.5552954,1459.226559,525.8831676,0,0,0,0,0,0,0,145.4317356,0
WBGene000200662,dhhc-5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.129090832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.03778129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene000057122,srv-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651.2207154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene000069712,zak-1,0,18.6208009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.504463055,0,15.29766738,0,0,0,0,0,0,0,0,8.317813326,0,0,0,0,0,18.52428495,6.157608079,0,0,0,0,0,11.2836936,0,0,0,0,0,0,0,0,5.277185214,0,0,0,18.98066733,0,0,0,24.58582712,0,0,103.1115526,20.09913808,19.61669356,0,0,0,0,10.9747616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.58617651,0,0,0,0,0,0,0,0,0,0,11.53896536,0,0,0,0,0,0,0,0,0,19.98593887,0,0,0,0,0,0,0
WBGene000048572,sma-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.975937599,0,11.82113724,1.903056008,8.983508105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.97783304,0,0,0,10.55821428,0,0,0,0,0,0,0,25.93946235,0,0,40.95408019,0,0,0,0,0,0,10.32748079,14.75945557,0,0,1.450241245,0,0,0,6.652584505,0,0,0,0,0,0,0,0,18.06512074,45.78797007,0,0,0,0,62.90855318,14.62393448,13.90053063,0,0,0,16.88912375,0,0,6.126224255,9.225126127,0,0,0,0,0,0,7.616468235,0,0,0,5.678788666,0,0,11.48017711,0,0,4.630202322,9.138928195,0,0,0,0,0,0,0,0,8.163940971,4.864690178,0,6.07252661,0,34.29685807,0,0,19.72373682,0,0,0,0
WBGene000200682,cra-1,14.3825632,20.49432444,20.39693638,58.6717037,22.73236974,0,15.12922835,13.63213363,20.78021832,0,0,20.19087403,20.31701433,21.62939206,19.53414325,32.20417075,70.09959514,14.70327854,42.34192189,48.80454478,6.514749128,32.88528284,13.40432977,8.236335187,54.67924035,26.50706929,15.93264088,23.10168861,24.13002736,26.15208137,21.75124575,0,39.65819843,0,11.46673323,0,20.3359892,17.50649088,7.281289469,11.89572378,0,27.6720721,21.70119207,47.51935466,45.9897799,53.4051342,108.066872,26.04770083,18.0921353,29.98703487,0,12.29764166,51.4878649,51.19601187,77.97619219,46.76393633,51.51369244,71.76697289,12.26828501,51.22153065,27.7462834,19.60220414,40.43189913,40.17274637,36.28393888,14.3571092,28.88506352,30.88255558,13.49283526,9.056929087,9.202648058,21.54940518,17.70740603,32.94971513,19.19914359,32.00125367,9.936428907,14.39593559,112.0031958,37.66044234,11.52966619,22.51911494,16.8248421,0,36.57956342,39.33888695,5.041435684,44.36741738,58.16228485,6.316049147,13.20208211,0,27.63134244,60.35584239,19.84572741,34.26541134,2.381067678,24.98528004,8.174003755,35.76717982,14.46295065,24.45134877,49.53620179,16.32850375,37.31644875,14.64112397,13.12481581,41.61113656,28.59366805,24.35835469,16.71057424,19.08948467,19.60156167,38.62362749,12.48597278,0,0,18.97626642,20.43954561,18.06668467,24.9631151,21.48420578,35.05748904,24.37651463,17.25353643,25.84228375,77.22589477,32.91656464,0,12.82304249,13.52638005,72.92276312,28.48139402
WBGene000200642,kbp-1,0,0,1.599416501,3.393945988,9.999605203,1.105890439,0,0,0,4.710363781,0,0,11.71248771,0,7.405415474,7.1648306,0,0,0,1.281269535,0,0,1.542944838,0,3.570545162,0,0,0,7.14704343,0,11.62377949,7.10325533,3.532618801,0,0,0,0,8.728426166,0,0,2.641902281,5.543306865,7.327106972,10.6709099,0,0,0,0,0,6.691512817,0,0,9.214967172,5.226619383,12.36857666,6.373541949,4.327464988,0,0,0,0,10.04886891,21.90705045,0,13.69839175,0,0,0,0,8.105135454,0,9.079830233,0,6.527810519,3.036516002,7.798350337,0,0,0,0,0,0,0,23.07981051,0,39.04551928,0,0,0,0,35.41748374,0,5.832272382,7.773427984,0,0,4.721707391,13.47659767,5.341344335,3.451059323,0,0,0,0,9.017818911,0,4.484792536,14.32825053,14.96090936,14.58989863,0,3.406576528,0,0,0,0,0,7.533845317,0,0,25.65961817,0,0,7.587306979,7.743038823,0,33.87100648,0,0,0,5.141175231,0,9.389803645
WBGene000443122,K04C2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene000193812,K04C2.3,641.7466823,445.1409436,0,0,0,298.7374119,144.1430908,0,0,0,228.7515597,0,252.1062997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610.828875,0,197.024981,552.0792521,217.7204453,100.7957893,0,0,0,0,0,0,0,0,0,0,1027.866197,0,0,0,60.00082573,0,479.8782504,0,0,0,235.1413697,132.6089914,153.5960242,0,0,0,0,0,799.1763832,915.205016,0,0,0,0,0,0,0,0,0,0,106.4480917,1761.27902,0,74.02404167,0,921.6805391,0,0,0,398.4782757,0,592.2190345,166.6294271,0,0,369.770368,738.7187065,323.4732094,147.5277591,288.2180638,573.4421416,293.3376821,374.2400887,25.47338674,353.8248652,0,0,401.0232347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.83093051,0,0,0,0,369.2209762,0,0,0,0,0,108.2073521,0,0,0,0,0,106.3567075
WBGene000443112,K04C2.7,0,0,0,140.39841,0,174.62216,0,0,0,0,0,0,0,0,88.72038589,0,0,0,0,113.8965873,0,92.35078615,0,623.1505714,0,0,0,0,0,0,108.6148479,0,0,0,0,0,0,0,408.8251184,416.526611,175.9106177,0,2337.675942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711.5997679,152.6891422,0,0,0,827.5076159,614.1626524,0,0,0,0,0,0,0,0,75.78086949,0,0,0,0,0,127.2218735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene000031812,med-2,0,0,0,39.49604951,0,213.4364505,0,0,0,0,0,0,0,0,0,0,0,0,51.25585682,64.77569027,0,24.00025886,0,191.965054,84.89739769,0,0,0,0,0,225.1849377,0,0,0,0,0,0,0,223.7525929,243.6357857,54.66841447,0,829.4249589,0,0,0,0,0,0,0,0,0,90.26528739,0,61.90936621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.3260497,49.66599364,0,0,0,261.9373011,99.30236348,0,0,0,0,0,0,0,0,84.51579876,0,39.69413904,0,0,0,110.7794437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene000002652,brd-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene000193802,K04C2.2,24.89491028,0,15.57127106,8.870242903,7.063092624,5.455668648,0,10.10339218,0,0,7.916138167,22.05518818,0,15.27058316,0,22.76602912,48.12171547,21.34713473,8.594391702,0,11.12750665,12.28246878,10.93330176,5.523637621,14.75121901,19.44344223,9.21679379,14.06528053,30.03281248,1.949333207,5.947554774,10.73264753,26.6635224,0,24.03467612,39.53219661,22.04997463,13.5777287,0,0,13.65905548,0,32.33260771,19.92547899,14.26793351,49.07300747,0,17.61341207,0,23.54360336,0,30.37599294,0,9.984215078,13.83731912,17.89087682,18.45845369,18.74692496,11.06534246,6.15873425,6.158589463,14.00050112,18.2899427,11.99498452,10.39136723,0,0,6.768958228,0,18.97980257,14.4834161,17.46210629,12.52459955,16.3147273,59.5731418,19.94978779,0,91.57125348,75.36806843,6.500789875,20.32883232,18.93828594,44.53942787,0,0,12.13742223,11.50180522,0,16.20547812,0,0,0,8.859809718,41.2694426,18.87766772,0,19.25277526,0,5.600547307,9.758509355,4.789142905,14.61301488,26.12535018,0,8.128246833,18.01896184,18.08293069,13.42064133,0,20.22121453,5.111510201,23.58428153,26.67022537,12.27942741,8.023477094,25.33077633,10.27365549,15.38457013,13.53810524,15.26584273,12.4751057,27.0408913,4.011274685,36.08057596,30.83408356,0,0,0,0,0,8.665395083,31.21126516,16.25976634
WBGene000193822,K04C2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene000203152,T07E3.4,11.85121781,0,13.64096455,10.15258667,11.84767983,10.23169139,19.81113286,0,0,7.874903593,0,0,0,0,0,0,0,0,0,0,7.242852471,107.1432496,0,0,33.01849783,0,0,0,0,21.74913667,0,0,16.44141625,0,0,0,22.17584018,24.45721409,6.873762787,0,0,0,85.43081066,22.78228139,44.73290724,89.14844319,0,97.70241075,25.15069697,0,14.18520582,16.48564719,25.55560942,0,13.3909974,0,10.40879952,16.9474819,0,0,0,0,19.03564118,0,0,26.32646889,41.25504459,11.6894414,0,8.843720001,8.32162571,0,0,13.4380971,12.95313079,18.9068011,19.58103905,25.63113994,0,0,11.57259454,6.265461745,39.63904342,16.39413351,8.705452482,0,0,0,0,9.114746072,0,0,0,15.06826141,0,12.39071297,1.861651945,17.68700799,0,0,8.161830715,0,0,0,19.08156724,0,10.73011105,14.45570162,27.00226893,24.30170719,8.309885123,0,12.86001099,0,9.027226462,15.37417061,13.73180368,0,41.50906722,12.55142137,0,56.05753031,0,0,43.77013073,158.3563467,60.73946779,136.3095998,18.25662032,160.3103563,0,23.448937,0
WBGene000203162,brc-2,0,0,25.8042195,23.53848108,64.00944911,0,0,0,20.56623277,0,0,0,0,46.85520613,0,38.32133293,25.9581685,0,0,23.25818508,69.77504373,17.56876048,0,0,31.35262874,45.58757658,24.25537567,0,0,0,0,0,0,27.27427727,7.671990685,0,12.43912459,22.86067787,7.43659044,16.97959275,0,0,0,37.74647614,51.1774718,22.4382965,20.05225308,19.89417797,0,0,0,10.8813128,15.21457828,60.50784936,32.46582364,0,0,36.94951228,43.67818804,15.7086357,0,31.52471609,25.89804667,15.69459973,11.42763316,51.67988554,0,31.53651743,70.9244167,20.91045835,47.38478116,0,19.03051487,14.32002994,26.9300636,22.14412948,67.67984206,60.69401191,52.08234633,0,7.48493476,43.98829162,0,28.71738906,0,57.0326188,11.30821592,0,0,13.62580203,0,0,0,0,0,14.97153166,0,0,24.78644839,0,20.8435277,0,0,0,0,0,19.60631791,0,0,42.26161924,0,40.32355375,42.14499298,25.99873658,0,0,49.87559621,22.31733022,43.60319882,0,440.717789,12.91867122,25.25617845,0,30.96018787,0,0,0,18.32975494,69.19914088,23.12451763,0,0
WBGene000203142,T07E3.3,0,59.52667413,74.64099449,0,76.76426827,0,43.06879186,0,21.22797872,11.14707242,0,0,0,20.84067349,0,0,65.93593856,0,74.16105707,0,52.03089033,0,25.12631266,0,38.8902177,0,36.89228934,0,0,0,0,0,0,55.75853744,0,0,10.48759451,0,48.36785997,20.93333576,22.90738324,20.37727306,0,60.03251021,0,0,25.65799378,53.01123634,47.74522394,0,49.66557342,0,22.18376932,19.63933976,25.55142404,0,0,0,26.78383502,0,25.29017787,26.34717304,68.52037747,0,19.56582462,0,0,50.21463673,44.51323617,31.64329105,50.18616316,0,16.40765883,22.99419074,0,106.4615463,63.36798146,0,0,0,47.07816242,152.7654386,0,12.03596453,0,33.38376456,0,0,25.76451851,0,0,7.120908088,0,0,0,50.62732314,7.443981457,25.19360991,18.20910983,136.5506636,23.44616706,17.12800911,200.4169598,65.02616761,34.71678981,0,47.34217085,29.94473203,0,0,0,0,139.3350239,0,0,0,56.82275122,0,45.01050681,25.1543307,41.51769006,283.8889492,40.47813654,0,0,0,0,33.98612818,41.35881075,171.9064582,0,27.0795371,0
WBGene000203132,T07E3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBGene000203172,pdf-1,0,0,0,0,0,0,12036.72442,60098.4319,0,147343.384,0,0,0,982.4450551,0,398.5827998,282.2509585,0,0,0,0,0,0,0,0,0,196134.4177,0,0,0,380.454503,69022.67998,0,35428.76183,0,0,0,0,0,0,448.0337233,0,0,0,508.8824004,306.2368908,247.5139108,15659.2962,0,0,0,0,4868.259326,0,0,0,0,340.4113981,0,0,0,0,0,0,0,2734.432645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31426.83384,0,0,28278.1636,94000.75971,2698.780922,0,99334.57794,0,0,148951.5464,402.844044,306367.3294,43383.46009,0,0,0,0,1196.152434,0,9123.196943,0,595.9648133,0,0,4073.460226,29091.44696,27221.6445,29993.64274,760.6680126,52947.9458,117317.9043,18264.54755,327.371634,16640.40238,4336.335238,613.2686294,9454.051595,0,541.0811127,494.1329621,0,227.651627,689.5398542,0,0,0,0,0
WBGene000189982,flap-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.9178677,0,0,0,0,46.15556594,0,0,42.7354274,0,0,0,0,0,25.54765652,0,0,0,0,0,0,0,0,0,0,0,0,0,57.23777122,0,55.66164526,0,0,46.12768078,0,0,0,46.28491698,46.38258307,0,0,0,0,34.80000413,65.93324449,0,54.67399605,0,0,0,0,0,0,0,0,0,0,0,0,28.07744112,0,0,0,0,0,0,0,0,0,0,235.0858508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.79965625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.76364678,0,63.53265649,0
WBGene000020832,inf-1,83.65727845,67.5258339,63.56304852,75.98888876,35.75201083,44.41991833,0,36.93956143,0,16.86418565,94.32973975,111.189579,101.1465106,130.6231935,184.9162949,116.1076255,204.1482595,56.30863883,45.05014743,31.95402217,59.2006105,53.32672031,82.4855011,24.39446613,24.62840888,81.80644656,10.70505541,94.45111985,72.77276006,72.73033724,74.49505188,51.56114299,115.3515352,24.31134052,14.25532191,94.52912176,82.37074161,52.11345624,41.91496699,0,0,74.11003474,30.60493077,92.30895433,108.9654203,103.0674656,20.05225308,105.7415404,0,108.3765087,47.5568509,89.69162112,150.0019672,47.05972474,113.2749631,119.6135722,155.1726457,106.9532568,25.34034132,0,86.11952693,88.22992456,64.49533235,124.7961101,71.157382,87.36761687,46.95608332,107.7848376,63.4867643,46.53353519,67.24567035,145.5540482,70.45135101,129.6813705,34.00079987,101.605978,70.64950438,102.5310475,92.05225899,134.8000481,66.48483141,159.4836867,95.01448932,326.7236557,156.3641541,43.96050095,43.86143114,54.54927867,151.2128911,127.1442806,0,7.120908088,202.4857098,181.6050008,48.52044371,25.80544244,4.4616325,115.5958932,45.25332601,37.81414885,80.10277553,67.57349753,104.4946105,85.56287474,68.90927874,57.42738725,41.2481547,58.65334784,88.86699462,72.81686926,18.92782635,43.9571616,125.3148974,94.85211434,62.14952968,81.43180426,73.1866419,86.67795697,79.44125766,50.2001808,114.1165223,80.28403836,255.4178157,68.56812725,64.44638156,61.25006726,215.9821217,106.2544107,67.78835954,41.91712361,118.0917818,71.25322943,109.6440382
WBGene000002762,byn-1,47.71545538,5.959819179,14.71745227,31.12170673,11.08341235,0,0,11.92931852,16.19832356,0,31.21458741,31.19716999,36.86925597,25.7889215,73.03854229,36.52387139,27.36745611,15.19712333,12.63957156,14.75460438,41.87042035,18.43301032,32.75241306,61.46824383,34.15051418,6.052920339,0,38.67705046,13.21768524,5.295040834,16.86972838,34.82658407,25.87755686,4.364244758,14.86163403,18.69582874,28.6191296,30.33920706,27.98395543,0,3.615307292,15.81993706,77.29359376,93.64329983,11.8671571,27.72316474,0,21.3281108,46.70569681,32.86742683,5.688104932,0,0,113.7229671,26.13835422,36.32695343,27.07625361,37.15496043,85.2985967,36.01999968,26.48728098,33.70084772,66.59463905,42.9212925,14.33198051,0,37.42515662,60.16504956,32.2745991,20.61834044,36.40549558,54.03710143,40.6286889,66.69382573,43.31872833,35.08353384,23.31124094,10.14760982,26.00271757,10.09335888,58.1875567,37.53605602,30.60550005,21.06889633,32.49865637,10.81400278,23.90951587,39.90377636,0,18.67479009,0,15.67604296,19.40174874,29.30840729,5.021000515,32.82863505,5.257232264,0,20.46484397,17.88312166,32.22899973,33.20439521,33.68790665,13.30770399,0,34.99879108,22.23679841,17.23336926,0,32.63538555,11.85418944,29.9935143,27.42518006,44.48837399,18.90742986,10.63892606,16.61754054,39.16278934,13.0970539,19.65269446,44.73392437,8.435927591,68.63785703,68.98867888,36.9202579,67.59216268,60.19835895,12.15121563,12.64524115,8.667840568,68.25228812,70.51440355,21.98864237
WBGene000189992,F57B9.8,0,0,0,0,2.634048246,1.139925653,0,2.700861946,0,5.594746464,0,6.498808017,0,0,0,0,0,0,5.223937281,3.232047496,0,0,0,2.490399288,0,0,1.869177434,0,0,0,0,0,0,0,0,0,0,7.218768253,0,0,0,0,3.273921416,20.84194507,0,0,0,3.848926512,0,0,0,0,0,0,2.849022956,0,0,0,0,0,0,0,0,8.449436966,13.11871291,0,0,0,7.621269187,0,0,0,5.997120318,0,0,0,0,15.66186905,0,0,0,0,0,0,3.499983082,0,0,0,0,0,0,14.57917698,0,0,0,0,0,0,0,0,0,0,0,0,8.998508807,8.274322967,5.695251104,0,0,0,0,7.022893481,0,0,0,0,11.93733532,0,4.458209256,2.705082931,0,0,0,0,6.888514269,0,0,0,0,0,0,0,0
WBGene000007622,coq-2,0,0,35.33123204,35.2846804,12.56764624,0,9.093587694,12.93037462,9.609680604,0,43.3453873,5.871835815,9.855724646,10.97862848,19.17424219,21.17439126,36.94283082,17.8698617,37.04359363,27.53529475,29.05598047,0,31.24682013,38.33363588,10.91559281,0,0,0,0,22.41702946,0,0,0,0,0,23.8783636,26.49684977,12.88987543,58.99038792,12.12950238,0,15.04282605,0,25.95156705,41.15689534,23.74240262,32.05275531,46.23634681,19.99953361,21.32440567,0,25.56012859,40.0720678,71.84146961,35.91016041,0,0,36.25813668,20.48916644,15.97929539,17.83704098,35.83733382,35.89757009,31.8964165,43.05011775,10.90734444,27.6399617,20.29049951,41.03978432,19.05066064,32.54926894,0,5.224811738,81.7659556,54.58514655,27.8363094,50.45459538,17.65194136,77.55391136,44.16608048,34.54208683,33.23260956,32.06036847,0,0,42.28673597,24.71016903,67.86307212,18.27741788,4.979859945,20.97713383,0,20.49124953,44.29600184,16.72041382,16.06888668,6.137500932,27.30344383,4.002826477,7.718803357,41.59110376,49.33180174,25.92423531,18.75529356,0,37.32113031,32.09401182,76.26435727,79.24050007,63.82659646,0,52.84157159,20.0346307,32.06874284,0,37.59186221,23.46161091,27.03048797,16.89287086,36.41790044,28.26488697,63.47950357,37.87351361,28.2324447,53.89843862,22.77086478,58.50446573,59.1125409,19.40891528,11.26339462,36.57254476,12.02392948,12.60423992
WBGene000189972,F57B9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.32105293,0,0,2.962705717,22.11925022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.630217151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.85870579,0,6.034579064,0,0,0,0,0,0,0,0,0,0,0,0,0,8.029584268,0,0,0,0,0,9.323610511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.435485373,0,0,0,0,0,0,12.73285066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.13384164,0,0,0,0,0,0,0,0,0,0
